x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,y
1,0,0.005073892258569105,0.06621032896561947,1,0.023510380015038315,1,0.9884681026761798,1,0,0,1,0.059869025906384876,0.9413267465181435,0,1,0,0.25244989254894623,0.2586705406203205,0.7897843875574723,0,1,0.9874755028425918,1,0.2671087200235418,0.4365325435433452,1,1,0.40816501396371774,0.48058660019711263,1,0,0,0,1,8
1,0.05627713186609136,0,0.4395257002083585,0.6917743209985858,0.10037318071543234,0.8272915418760192,0.9356924092831393,0.7571221089515819,0,0.18209038367180036,0.2345946722634652,1,0.7975289397790088,0.5517962078513347,1,0,0,0.3306864916832227,0.5550550694086439,1,1,0.2616845017708376,1,0.09872239840971014,1,1,1,0.4062854268145429,1,0.8347587116390338,0.16957994104988552,0,1,0.4814572794668672,9
0.464037535262545,0.3248569636288822,0,0,1,0.40913003604570586,1,1,1,1,0,0.829580648902375,0.5286374710959583,0.46591546021701075,0.17581951209159055,0,1,0,1,0.39028612393846795,0,0.21262771534445082,1,1,0,0,1,1,0.946386384496541,0.10517070570746975,0.9228787154949069,0,0.08352372822565746,0,1,0
1,1,0,0.6237781515091518,0.08011192384938237,1,0,0,0.6004222999912472,1,0.4416119565861144,1,0,1,0.415919504553536,0.8704385576852417,0.9397411681271957,0,1,1,1,0.7137767989246808,0,1,1,1,0.8078775078894874,0,0.9031490266852543,0.8633584568340874,0.670640366256389,0,0.2994192790027366,0,0.8674422678365369,1
0.7086174483872916,0.4228327408859459,0,0.20161436632185248,0.8023454122151215,0,0.7542158893424923,0.541532220809488,0.6739637343286623,0.18929499938173291,0.8122752858309612,0.7073106662955642,1,0.9205555449849905,0.7896390460646262,1,1,0.9142738349773638,0.06859508673521901,0,0.860083514048491,0.8429081669506338,0.007551791764612699,1,0.6907101971228609,0.8914496946184418,0.008717865813494211,0.8700192126118976,0.9904960978818631,1,0,0.14744199331797794,0,0,0,2
1,0.1670198006984356,0,0,1,0.2754105703222282,0.8712352116973304,0.9332231153825528,0.7226497081839918,0,1,0.9288739980914583,0.9699506271244671,1,0,0.8613649213362647,1,0,0.4998241471782024,0.7822378215880712,0.8203526923712664,1,0.8945533028960871,1,0.26241649376953335,0.5525018040993744,0.5157077950784914,0.7055588547076759,1,0,0.971160860812019,0,0,0.3948380567578747,1,3
0.5452280281428736,1,1,0,0.5017171717164213,1,0.674765300188489,0.37958094298003026,0,1,0.703720939995756,0,0.8193781223959659,0,0.730211956660155,0,0.559977627674634,1,0.5740281676095846,0.3658546681063205,0.004538863599714724,0.5384755656695758,0,0.60952024627229,0.2550857230101888,1,1,1,0,1,1,1,0.6987422614908743,0.18603048278702541,0.772116951960043,4
0,0.44802571608768005,0,0,0.0060199275158779545,0,0.5880358767339287,1,1,1,0,0,0,0.21221640109915765,0.9431633349545608,1,1,1,1,0,1,0.49477374860960643,0.9537891751607556,0.4421042284343659,0,0.34036138644041075,1,0.4954029060139651,0.6215307952226272,0,1,0,0,0,0.16078326737321114,5
0.7546470662481854,0.3679500695407594,0,0,1,1,0.08333521774296491,0.7745929438760208,0.7206812625450825,0.799946952703643,0,0.9524702008909617,0.9592008236524766,1,1,0,0,0.7573095887866911,0.22879621214237253,1,0.47836079758794636,1,1,1,0,0.21345174109663367,0.7860677770785431,0.4804471122270353,0.8459801966796531,0,1,0,0.18522565871132693,0,0.7152721121339605,6
0.6182562697119985,0,0.30303220511129264,0,0,0.9542408206863323,0.803682206168897,0.7573282453179989,0.7176194144818784,0,1,0.7767057319185753,1,0.5922786763484712,0.3202818233239859,1,0.4275463827783349,0,0.8331649472658422,1,0.9271844266258349,0.34069461473795276,0.9552581504983128,0,1,0.9285907576146311,0.09816683830086066,0.43718074684712693,0.8132155420817058,1,0.9734862807633415,0.27850738307852535,0.7771229162872223,1,0.9673780822284823,7
1,0,0,0,1,0.07273179671988714,0.8467884879508355,1,1,0.09417169473326364,0,0.38525357596590304,1,1,0.056951902217583485,0.9163562680179949,0,0.3529167681281557,0.7004171450021603,1,0.19887080789182368,0.5812235705355601,0.8026366007166699,0.6129340987883607,0,0,0.8353771129701175,1,0.8853052646043222,0.028857169855716017,0.4567226724372685,0.0007069867034507179,0,0,1,8
0.18236633047733153,0,0.18261602125581755,0.07853292375547838,1,0,0.5997588579336137,0.9579601758691423,0.7791428853704991,0.27448122658476953,0,0.4947174455677703,0.5788958217123239,0.774707588811068,0.011124100818093624,0.5743268397316539,0,0.5999014058290244,0,0.24647780630569635,1,0.7760284403258504,0.3058882148972969,1,0,0.9370596123126567,0.7235999058745821,1,0.17676359917515705,0.40056306671071296,1,0,0,0.5455121186567002,1,9
0.8796440666278031,0.8704414097397793,0.29674754695563926,0,1,0.05050245641848219,1,0.8846028855845891,0.6480626590906311,0,0.2843197070496485,1,1,0.3261610181609668,0,0.3896573868931895,1,0.12420450700612023,0.5977132655872677,0,0.32957443711652173,0.1094288674045471,1,1,0,0,1,0.9053077842079317,0.6539098864142752,0,0.7773603686108062,0.15353638248891274,0,0,1,0
1,0.9325360256380426,0.6394425021484753,0.8096344836454312,0.8035921558110968,1,0.49581728551767607,0.13221303024517225,0.8668012733511986,0.9793691063904308,1,0.7742027281394134,0.3162983723609834,0.4413556555467961,1,0.7808016343025536,1,0.26283239689003735,0.8618268870620915,1,0.754715267365713,1,0,1,0.5577483720207512,0.827705541133722,1,0,0.8230568465776492,0.9363108141986936,1,0.7007036564831682,0.5890809268037623,0.17795221187561225,1,1
0.5064981076853341,0,0.07229506508144107,0.2371614074680162,0.9380133443926414,0,1,0.34412739810018467,1,0.09799535421146877,0.7939437176073657,1,1,0.8402011251024355,0.036140373664108556,0.7405432754879747,1,1,0.4757481028666127,1,1,1,0.09333971115610956,0.8797407120512963,0.420824512649295,1,0,0.7830791966504456,1,1,0,0,0,0,0,2
1,0,0,0.5935097136159391,1,0,1,1,0.5388646769865475,0.3660783836174387,1,1,1,1,0.14624731049118755,1,1,0,0.35076856008839774,0.7034496105833512,0.8299119557542787,0.031961515150423336,1,1,0,0.24348727732321115,0.5131432929722204,1,1,0,0.9998714963734597,0,0.24965365916475818,0,1,3
0.4170428486274643,0.696358721125452,1,0,0.8437483248671984,1,0.9980364944926675,0.008762473008884178,0,1,1,0,0.7408002957913702,0,0.910719462219607,0,0.5746648110575334,1,0,0.8891566800855484,0.1628428471168336,0,0.3437820669027268,0.2700604157992557,0,0.6261407198969787,1,1,0.15626143035517898,0.9910510203736602,1,1,1,0,1,4
0.04139574425237592,0,0.70573505459592,0,0,0.09960387971408802,1,0.6561379889946088,1,0.8109729056972361,0.35947026052180064,0,0,0.6291598136091874,0.8283543038279506,1,0.41574613486332845,0.8910114214187452,1,0,0.5525045560239351,1,1,0.7942507263726319,0,0,0.6776589334639522,1,1,0.4039358301765662,1,0,0.734413581021931,0.24327552922101203,0.6820784759245904,5
0.9115715522537081,0.7254633102666488,0.5455769611702725,0.11457044279647552,1,1,0,0.861592979439565,1,0.582585193493117,0,0.9064859956898372,0.7369388047547427,0.8845220470367944,0.7704617473375417,0,0,0,0.3874492197848351,1,0,0.5280892459491731,0.9708182436671782,0.8348586188004954,0,0.5060801427793135,0.37439501522865504,1,1,0,0.7397696553004411,0.36729273415988756,0.07832730742951138,0,1,6
0,0,0.4129565084174269,0.23652174663869147,0,1,1,1,0.4838330566233331,0.25673112680979493,1,1,0.6405208166116655,0,0.320401021825267,1,0.9745494770440103,0.2406759482557507,0.31445151102773394,1,1,0.40656898205570585,0.6719576872402544,1,1,0.9384530224979131,0.13205601042261744,1,1,1,0.6424064027523646,0.17850029710779006,1,0.7647267984418739,0.7859119983691958,7
0.9179377238471734,0.058230035702471095,0.41909834605661117,0.3271172683433103,0.9822171122211553,0,0.9362722531285533,0.6150090427279787,0.5487518483151897,0.14850809261360823,0.33306583970397863,1,0.824141752558657,1,0,1,0,0,0.28609325695574617,1,0,1,1,1,0,0.24660522220371917,1,1,1,0.009925328429792674,0.8111620821257745,0.27442624261337706,0.096833850173245,0.1054232682857827,1,8
1,0,0,0,1,0,1,0.7561182441757796,1,0.17225062361692625,0,0.9382515025097024,1,0.16617830336928685,0,1,0,0,0.17739188423306113,0,1,0.7111829366975251,1,1,0.21409104645918092,0.36519386693300904,0.9733919244646357,0.23350101603750895,0,0.5177293148620326,0.6817711811343303,0.3725749210007551,0.05128867584323222,1,0.8479871193628501,9
