x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,y
1,0.09195561216377429,0.13281471324448443,0,1,0.28131806046435326,0.8082893833963939,1,0.8897437945739073,0,0.3244221524867963,1,1,0.05396164971681882,0,0,1,0.22282077614343487,0.986501530320108,0.20292226194027016,0.3571050093438737,0,1,0.6892042977579318,0,0,1,1,1,0,1,0.2537724095294043,0,0,0.8923056868455574,0
0.792094568971591,0.973469515965912,0.11360374599162182,0.9110037822953925,0.805815211432006,1,0.1651667208838358,0,1,0.7968575011741617,1,0.8875810008393636,0.23288961191628543,1,1,1,1,0,0.5501410928797839,0.930718322068422,0.9250754213932217,0.8877460613464447,0.0202451243208688,0.9357469477603502,1,1,0.9200795042408908,0,1,0.6078805445921156,1,0,0.18649853533717056,0,1,1
1,0.22880526326779804,0.1597312043823328,0,0.9324439931456043,0,1,0.9847754425003862,1,0,1,1,1,0.70018105531076,0,0.9547917832780357,0.8635020209283721,0.7779435363291705,0,0.8447530533650335,0.8024994152014566,0.9886237804441009,0,0.8259335290059927,0.7601536241504517,1,0,1,0.9035063898820284,0.7933165357148684,0,0,0.03153890230795939,0,0.2044667547911146,2
0.8894950240773974,0.006340025814398105,0.2394965012508915,0,1,0.0027389403639420597,1,1,1,0,1,1,0.7066024642358235,1,0.21070826015419153,1,0.7968121801780839,0,0,1,0.818038669370476,0.745683012399502,0.8462474439223362,0.8108320411053447,0.08636322593655173,0,0.8931681059759369,1,1,0,0.9167255127766919,0.5079723544011433,0,0,0.9632654952943074,3
1,1,0.9796573522140142,0.19381007325425198,1,0.9177323503212628,1,0.14013826649599453,0,0.7946784235244277,0.9101501628478155,0,1,0,0.8943510007433382,0.11444648109734153,1,1,0,0.7641329892641755,0,0,0,0,0,1,0.798033836346868,1,0,1,1,0.5537619149012474,1,0.04650121780196916,1,4
0,0.17723278518559515,0,0.28679125387083426,0.168588236924406,0,1,0.9613546622009536,1,0.8503792675558891,0,0,0,0,0.6271332107370122,0.8410174991614179,1,1,0.8490538109783636,0.018352033771651212,0.6066484808223653,1,1,0.9660086936051725,0.20450111325187148,0.19410269450882278,0.939439405774931,1,1,0.36151576799877577,1,0,0,0.05985957463798807,0.8625042954156269,5
1,0.4597946344645998,0,0,0.8913639284148848,0.9168550827048062,0,0.9276599171389749,1,0.8925596566679961,0,1,1,1,0.7758178624278891,0.14056603225268016,0,0.22182576164056106,0,1,0,0.9110699064804633,0.897461792372514,0.9809074140695486,0.21591366296771916,0,0.823077872535443,0.638607516326829,1,0.14355075253170688,0.9662224176452588,0,0.3137069231938977,0,1,6
0.08936296562913609,0.1155682503414543,0.05358891299338393,0.29717676256366066,0.18606971923002666,0.9464749278922406,0.8191630559071297,0.8962314263030366,1,0,0.8579535711925913,0.8814645424426578,1,0,1,0.6753111295168261,1,0,1,0.7453868247619218,0.8281926442204244,0,1,0.5451193677180701,0.8128962381426968,0.8077352773747895,0.12747878323293863,0.7622449961873078,0.9710054061407412,1,1,0.32478426816975414,1,1,0.7837791598348921,7
0.9649775875452572,0.22124660501574517,0,0,1,0.15612714665532512,0.7628978537152197,1,1,0,0.27450830658417746,0.9430446671448275,1,0.7652211392625229,0,0.8482295540219611,0.2204696695484008,0,0,1,0,1,0.7654937325249033,1,0,0.2660843048122227,1,1,0.9096889423087444,0.06696987044018858,1,0.21619985153562019,0,0,1,8
0.5651257170101658,0.15894364992578658,0,0.17775730443802495,0.8510801903833769,0.051336968588336064,1,0.8104905982421134,1,0,0.12405959062428494,1,0.9796535911525439,1,0,0.997602066789582,0,0,0.29445667920152224,0.11134047244509414,0.9404488543370897,1,1,1,0,0.8649306826695974,1,0.9011262176170972,0,1,1,0.17220356508591728,0.045546769835400014,1,0.8056654536062291,9
1,0,0.08616797846749806,0,1,0.06536156619568828,1,1,0.7476691397153881,0,0,0.9480294463792254,1,0.06531026057953371,0,0,1,0,0.904764121185041,0.3192893141210367,0.21433099715370507,0.3384866906957768,0.7253845218605515,1,0.15143955902667963,0,0.5614224301884992,0.9229111665285737,1,0,0.9632790824410061,0,0.044743275978146375,0.05826013476534247,0.8870315419332809,0
1,1,0.07303494239380824,1,1,1,0,0,1,1,1,0.8755156119142968,0.05432817231946126,0.984858179042197,1,1,1,0,1,1,0.659345234453131,0.8103425473665079,0.017758731673353588,1,0.9006860288383104,1,0.821675447449931,0.02165266079325559,1,0.9827600415077047,1,0,0,0.16663465239076058,1,1
1,0,0.0809552088501856,0.5171792136594927,1,0.2182618068719168,0.8410364518816152,0.71871363223515,1,0.09451920259851922,1,1,1,0.7956141332039874,0,0.7416128184938564,0.8412995098071762,1,0,1,1,0.984097473980546,0,0.8696152217773426,1,0.6752207245781652,0,0.7859698449051539,0.9357305515185922,1,0,0.23175616622094986,0.1304374341717575,0.0858511144765893,0,2
0.9874227262221645,0,0.19525974370551236,0,0.9628882929542251,0,0.8910294723528986,1,0.8913040081962359,0,1,0.6710760842959025,0.9457634442516472,1,0.11611878413932007,0.9066611169058976,1,0,0,1,0.8995201000484454,1,0.8718703796549507,1,0,0.11225913440589147,1,0.9024653803478029,0.8673591285270762,0.2788941952633424,0.9667789903007169,0.07518712477198582,0.09866982637470294,0.30072869430735416,1,3
0.8141071295001633,0.6024582041881941,1,0.03233339586093418,0.952032065745443,0.6619949646190675,1,0,0,0.9430569161299294,0.9759664955976584,0.07781059659216663,0.9708368645610298,0,1,0,1,0.7588770337618025,0.04839009004248413,1,0,0.3084359071284943,0,0,0,0.923700922092126,0.8743876665427089,0.9479351205818721,0,1,1,0.9277979734821086,1,0.07656811863447288,0.9679565253186334,4
0,0.029581183669408657,0.07470835449965267,0,0,0,0.9523728001669622,0.8674226002009805,1,1,0,0.24728068881835108,0.48000031149227385,0.07924632544564053,1,0.9175132842321231,1,0.9596572120638459,0.9185367211632927,0.07047882121096077,1,0.9548916811136798,1,0.8155875881375015,0.19046593021948793,0.17921562219983986,1,1,1,0.24056611054858046,1,0,0,0.16496757373420673,0.9403763608461302,5
1,0.8583779480254077,0,0,0.7477442766666218,1,0.26394614502711294,1,1,0.8722643347835504,0,1,0.7316553066603438,1,0.7706856967868706,0,0.03878743241780866,0.14639655750168554,0,0.9442433362190081,0,0.9456691627671021,0.8445625907675941,1,0.06105178077581376,0.06754321218039093,0.9429861460234521,0.8491928109207615,0.6328497926286061,0,1,0.11297228129174673,0,0.18170903052316467,0.9440037751938588,6
0.24422002867885495,0.009432739414276813,0,0,0,1,1,1,1,0,0.9376235154526598,0.8658856635528144,1,0,1,1,0.7491056835987886,0.11102366106196533,0.8521207593789482,0.7833354370256916,1,0,0.741733919297917,0.6659239444477723,0.7493442003806545,0.6122279906312209,0.21301724169345426,0.6940832508470142,1,0.6573235820956499,0.9567678928469177,0,0.8340428303645758,0.9664683342185467,1,7
0.8574823693259674,0,0,0,1,0.19359093194873092,1,0.7397812942399842,1,0.002485155518387879,0,0.7405667412093395,0.8175754233336233,1,0.03198840197007241,0.9194561373924843,0,0,0,1,0.22603343115271135,0.7545986136602324,0.8050692281320226,0.8180477713284867,0,0.024057682649163175,0.6017683835764458,0.7569482078338767,1,0,0.708141892367993,0,0,0,0.9781501359515279,8
1,0.114576106017858,0.043727090822598624,0,1,0.05016717727401199,1,0.9126713313052616,0.9477548166433803,0,0.3460428634173729,1,0.9741364097847641,0.8990493765420667,0,0.6189533885903014,0.13523994529373934,0,0.14913068332820176,0,1,0.9676453434030388,0.8325959583279068,1,0.22132123427633554,1,1,1,0,1,0.7679329251640288,0,0.3712717292175933,0.8172381924692677,0.9694619338512701,9
1,0,0,0.3193289271103634,0.7714390702284494,0,0.8819030110630561,1,1,0,0.16534705144801748,1,0.8445256915126931,0.06144411804755376,0,0.15130575398397808,1,0.24896683476135834,1,0,0.10490113693236694,0,0.93790746960316,0.598649998426745,0,0,1,1,1,0.15274685236726204,0.885622542787705,0,0,0,1,0
1,0.8179483460867636,0,0.820423563823695,0.8425694159994703,1,0,0.3477131782807934,1,1,1,0.9353476960106757,0.22323772756429758,1,0.9540284138845951,0.8570183353500089,0.9265824464160572,0,0.7191654105486569,1,0.8671076057991409,0.9759473577717513,0,1,1,1,1,0.11702195803000766,1,0.7015704484641532,1,0.07958029742201006,0.02371675776216287,0.05743750516358505,1,1
0.6283280588154369,0,0,0,0.9538788869526509,0.3615661604766721,1,0.7526542803451004,1,0,1,0.9957153445912579,1,0.8855677299093085,0.02179627769938129,1,1,1,0,0.9971047283337713,1,1,0,0.7768898393683115,0.8748706330494426,1,0.2272628583895262,0.5687073594304446,1,0.9116222572770801,0.10629646910966893,0.1459344497279955,0.27754627563281925,0.4580825770266369,0,2
0.9209799958521385,0.07173068680106269,0.009380162834893862,0,1,0.1518923110298772,0.9375804937636943,0.8304188360425904,1,0.07411812626613253,0.8972570899037744,1,0.8752621987207139,1,0,1,1,0,0,1,0.8319436654284398,1,1,0.959873908441306,0,0.05665373154116107,0.8650141035447764,0.8855068391105312,1,0,1,0,0.177813512803491,0,1,3
1,1,1,0.08451521325298011,0.9680668321280196,1,1,0.04299937308938123,0.2821213479403066,0.8943472944429663,1,0.1398752179449728,0.7266025257319312,0.22281033151103277,0.9625921215886842,0.261859481503133,0.7043473678032368,1,0,0.9410851981308717,0.026017363953134028,0.10728130080455184,0,0.013802607436195347,0,1,1,1,0.20288939489942895,1,1,1,1,0.09523337301837018,0.8585906819965613,4
0.5690096899628709,0,0.17705721746221537,0,0,0.3565909538081239,0.8841858933689896,1,1,1,0.10358450455119726,0.0714401199745238,0.03593464737419755,0,1,1,0.9838105373748212,0.9718141704225189,0.6734734550647,0,0.7378225985926481,1,1,1,0.28370364760426997,0,1,1,0.939077381122841,0,1,0.11214024049309673,0.14427471802579375,0.19085398997176117,0.7887786028527334,5
1,0.8135104691624421,0.10277200160997835,0.10595351236314017,0.9920088838456624,0.6825035888226848,0,1,1,1,0.3518455865704708,1,1,1,0.48518305389934213,0.0287173161597721,0.32176929282876693,0.1696197147443242,0,1,0.33473258256223304,0.8461858170517068,1,1,0,0.022040588182117026,1,0.8618574230266751,0.9679623135346631,0,1,0,0.0003830240143916721,0,1,6
0.07524528628810667,0,0,0.15621792476495025,0,1,0.9310759932679062,1,1,0,0.6522949092680422,0.9147299657066861,0.9069343246985981,0.014017622516991428,1,0.9907118207411506,1,0.17015431741868076,0.7863373873097204,1,1,0,0.7528651801542112,0.6023181569573517,1,1,0.2707535124227866,1,1,0.8622979623504488,0.9673017461335605,0,1,1,0.9891939850744315,7
0.9762650411881448,0,0.1431764667148247,0.3390050845866123,1,0.17647969373033232,1,1,0.8011133576525297,0,0.4839246000616507,0.6019857208857574,1,0.9235796048629501,0,0.9747406589674044,0.10624693291224399,0.06325179947581742,0,0.9198431014670504,0,0.9342627223731352,1,1,0.05623457662747364,0.3760291693321578,0.7475738213491152,1,0.9638429216910425,0.02980654993433417,1,0,0,0,0.9555297359371462,8
1,0.15143406063028741,0,0.05719116888618495,0.7334844991103391,0.3027717406887824,1,0.9864190664225101,1,0,0.22760854442900752,0.7554560670685908,0.6221913408991038,0.7006234678177208,0,1,0.14395318827451603,0.1475300209728264,0,0,1,0.90034115146913,0.9102656839609817,0.9836843571517957,0,1,1,1,0,0.8443212425829086,0.9130637388541353,0.06282904606898217,0.26274332371652914,1,1,9
1,0,0,0.10641038470596142,1,0.34484190993279945,0.8572331167437477,1,1,0.43511908916709907,0,0.8587640699880701,1,0.210431432175191,0,0.34817440581204456,0.9101927334231755,0,1,0.06987590010692732,0,0.0702354352347257,1,0.9011066835752057,0,0.1320420995817261,0.8028902536445305,1,0.7267125534767753,0,1,0,0,0.05340790261724953,1,0
0.8656330637446703,0.9178147345593237,0.18325423415969977,0.8924139780207381,1,0.9901528721646674,0.1849342796512017,0,0.9976905394696438,1,1,0.9800849926984758,0,1,0.6951722857573372,0.8502184817252101,0.81562702141947,0,0.8661196114308102,1,1,0.891052631061773,0.061935187449728146,1,1,1,0.9557639755040749,0.06917751649566087,1,1,0.9624680223099263,0.21661054087947906,0.07360291792335548,0,0.8733717189160645,1
0.9904685705038695,0,0,0.08628166140310167,1,0.10498192900488168,0.9087385032404636,0.9315935616753499,1,0,1,0.5493375961493512,0.6395146377933376,1,0.11115915164327694,0.8103913443574056,0.9256094407360533,1,0.007658744639353123,1,1,1,0.010479234437956432,1,1,1,0.12697345081269423,1,1,0.8477785286895139,0.2739784839027592,0.18675084528625632,0,0,0.34467681029814046,2
0.737445749677203,0,0,0,1,0.08822124998792627,0.3445083737003063,0.9277158999215015,0.9379466043824312,0,1,0.9252671835626775,1,1,0,1,0.8980549798707165,0,0.17465357733469863,0.7744558443501492,0.8154008070766325,0.9172270830520429,0.9744068984771213,1,0,0,1,0.9986427928628767,1,0.06659799713091649,1,0.04513788194010323,0.06848813801624658,0,1,3
1,0.7798303630318664,0.47450942729419865,0.043252009331752585,0.8342841826405859,1,0.8037567872699791,0,0.19364193968702703,1,1,0.21158667421395672,1,0,0.6147806413463472,0.04921538230041082,0.8268710850307285,1,0.31360654881796846,1,0.0158724934740556,0,0.22034162743316604,0,0,0.9642752582519197,1,1,0.03238839221992716,1,0.7441077787738768,1,0.7817425959543215,0,1,4
0,0,0,0.21409793740576955,0,0,0.9198402635891689,0.5737023210628767,0.660699305776844,0.8348062029193837,0,0,0.10893884495989466,0,1,0.9011285565427849,0.7669964545604865,0.5968853282816767,0.9520595521259623,0.1326854454705744,0.7526303925020623,1,1,1,0,0.020259936473074114,1,0.8374727047445851,0.6145234089348361,0.05495359038863499,0.9755958798816448,0.1997474680876477,0,0.43704748012722416,1,5
1,0.7615605268448018,0,0,1,0.9721367530962992,0,0.8990639184674893,1,1,0,1,0.8845665779124817,1,1,0,0,0,0.19122358807022014,1,0,1,1,1,0.06797491117005519,0,1,0.8574218385513028,1,0,1,0.1693736083462875,0,0.011130171268694087,0.9323713586280545,6
0,0.011639139594633724,0,0.011841402624209197,0,1,0.8701920846722546,0.7704725042558331,0.7101053482637689,0,0.9092173993338111,0.9278173855945236,0.9291885963442902,0.24180809906641018,0.7180943933627744,0.7877375385198532,1,0,1,1,1,0,0.5494870021407647,1,1,0.921699702070971,0,0.6292809978430485,1,0.7351264032364957,0.8022217604180686,0,0.8806058624195101,1,0.9913894125058323,7
1,0.0006985599284198589,0.09819898145696082,0,0.5581717574988594,0.02537751604482414,0.8693484051251286,0.8323615000751077,0.25185620113015594,0.19912815356901614,0.0457774504034596,0.9758208726842601,1,0.9337274738305584,0.024470164569132355,0.6152001967203904,0,0,0,0.8135880707290385,0.2812620126220853,1,0.8716030288807022,1,0.026181594296855265,0,0.7131182677625971,1,0.8569077429754498,0,0.9064638883481085,0.08240902263196499,0,0.1685859235064929,0.7490788205512742,8
0.9874078979307883,0.10711056565016884,0,0,0.9544695870828164,0,1,0.9879767248090728,1,0.13948798718615463,0.06406870039116654,1,1,0.9495992966399436,0.16569062805806084,1,0.11301873623809736,0,0.1698152087555167,0.028516132945654377,1,1,0.9921349365334433,1,0.16836966258149466,0.9802738235194789,1,0.8999361716738046,0,0.5271524615354897,1,0,0.18324027356048114,1,1,9
